time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list,Trial_ID,Age,Height,Weight,Gender,User_ID,Activity_D01,Activity_D04,Activity_D09,Activity_D10,Activity_D11
1.704,-9.1,-3.2,2.3,-0.2,-0.0,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
1.706,-9.1,-3.3,2.3,-0.1,-0.0,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
1.824,-9.1,-3.3,2.2,0.0,-0.0,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
1.826,-9.1,-3.1,2.2,0.0,-0.0,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
1.828,-9.1,-3.0,2.1,0.0,-0.0,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
1.833,-9.1,-2.9,2.1,0.1,-0.0,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
1.835,-9.1,-2.9,2.2,0.1,-0.0,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
1.901,-9.1,-2.8,2.2,-0.1,-0.1,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
1.902,-9.1,-2.7,2.1,-0.1,-0.1,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
1.904,-9.1,-2.8,2.0,-0.1,-0.1,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
1.909,-9.2,-2.9,2.0,0.0,-0.0,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
1.911,-9.2,-2.9,2.0,0.0,-0.0,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
1.912,-9.1,-2.9,2.1,0.0,-0.0,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
1.998,-9.1,-2.8,2.0,0.1,-0.0,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.003,-9.0,-2.8,2.0,0.1,0.0,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.005,-9.0,-2.7,2.0,0.1,0.0,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.007,-9.1,-2.7,2.0,0.1,0.0,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.099,-9.1,-2.7,2.0,0.1,0.0,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.101,-9.1,-2.7,2.0,0.1,0.0,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.102,-9.2,-2.7,2.0,0.1,0.0,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.104,-9.2,-2.7,2.0,0.1,0.0,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.106,-9.1,-2.7,2.0,0.1,0.0,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.199,-9.1,-2.7,2.1,0.1,0.1,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.201,-9.1,-2.7,2.1,0.1,0.1,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.202,-9.1,-2.7,2.1,0.1,0.1,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.208,-9.1,-2.7,2.0,0.1,0.0,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.221,-9.1,-2.7,2.1,0.0,0.0,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.298,-9.0,-2.8,2.1,0.0,0.0,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.3,-9.0,-2.8,2.1,0.0,0.0,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.302,-9.0,-2.8,2.1,0.0,0.0,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.303,-9.2,-2.8,2.1,0.0,0.0,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.305,-9.3,-2.8,2.1,0.0,0.0,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.399,-9.2,-2.8,2.1,0.0,0.0,0.1,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.401,-9.2,-2.8,2.1,0.0,0.1,0.1,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.402,-9.1,-2.8,2.1,0.0,0.1,0.1,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.404,-9.0,-2.8,2.1,0.0,0.1,0.1,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.406,-8.9,-2.8,2.0,0.0,0.1,0.1,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.502,-8.9,-2.8,2.1,0.0,0.1,0.1,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.504,-9.1,-2.8,2.1,0.0,0.1,0.1,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.505,-9.2,-2.9,2.1,0.0,0.1,0.2,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.507,-9.2,-2.8,2.2,0.0,0.1,0.2,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.509,-9.1,-2.8,2.1,0.0,0.1,0.2,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.599,-9.0,-2.9,2.1,0.0,0.1,0.1,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.601,-9.0,-2.8,2.1,0.0,0.1,0.1,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.602,-9.0,-2.9,2.1,0.0,0.1,0.1,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.612,-9.1,-2.9,2.2,0.1,0.1,0.1,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.613,-9.1,-2.9,2.1,0.1,0.1,0.1,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.699,-9.1,-2.9,2.1,0.1,0.1,0.1,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.701,-9.1,-2.9,2.2,0.1,0.1,0.1,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.702,-9.2,-2.8,2.2,0.1,0.1,0.1,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.704,-9.2,-2.8,2.1,0.1,0.1,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.706,-9.2,-2.8,2.1,0.1,0.1,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.802,-9.3,-2.8,2.1,0.2,0.1,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.805,-9.4,-2.8,2.1,0.1,0.1,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.807,-9.4,-2.7,2.1,0.1,0.1,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.808,-9.4,-2.7,2.0,0.1,0.1,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.81,-9.4,-2.6,2.1,0.1,0.1,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.904,-9.4,-2.4,2.2,0.1,0.0,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.906,-9.4,-2.2,2.3,-0.0,-0.0,-0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.913,-9.5,-2.2,2.1,-0.5,-0.3,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.914,-9.7,-2.4,1.9,-0.5,-0.3,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.92,-9.9,-2.6,1.9,-0.5,-0.3,0.0,-0.8,0.2,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.974,-9.9,-2.7,1.9,-0.5,-0.3,0.0,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.98,-9.8,-2.7,2.1,-0.5,-0.3,0.0,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.99,-9.9,-2.3,2.4,-0.4,-0.4,0.0,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.992,-9.9,-1.9,2.3,-0.5,-0.4,0.0,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
2.993,-9.7,-1.9,1.9,-0.5,-0.4,0.0,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.122,-9.4,-2.0,1.7,-0.9,-0.7,-0.1,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.124,-9.0,-2.1,1.7,-0.9,-0.7,-0.1,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.129,-8.7,-2.2,1.9,-0.9,-0.7,-0.1,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.202,-8.5,-2.3,2.2,-0.8,-0.6,-0.1,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.204,-8.4,-2.2,2.6,-0.7,-0.5,-0.2,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.206,-8.7,-2.1,2.8,-0.8,-0.4,-0.1,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.208,-9.0,-2.2,2.7,-0.8,-0.3,-0.1,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.21,-9.1,-2.5,2.6,-0.7,-0.2,0.0,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.211,-9.1,-2.5,2.7,-0.5,-0.2,0.0,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.217,-8.7,-2.6,2.8,-0.3,-0.2,0.1,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.298,-8.2,-2.6,2.9,-0.2,0.1,-0.1,-0.8,0.3,-0.5,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.299,-7.9,-2.3,3.1,-0.2,0.1,-0.1,-0.8,0.3,-0.5,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.301,-7.8,-2.2,3.0,-0.2,0.1,-0.1,-0.8,0.3,-0.5,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.307,-7.9,-2.3,3.0,-0.2,0.1,-0.1,-0.8,0.3,-0.5,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.398,-8.5,-2.8,3.1,-0.2,0.1,-0.1,-0.8,0.3,-0.5,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.4,-9.2,-3.3,3.2,-0.2,0.1,-0.1,-0.8,0.3,-0.5,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.413,-9.3,-3.1,3.0,-0.1,0.1,-0.1,-0.8,0.3,-0.5,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.415,-9.1,-3.2,2.9,-0.1,0.1,-0.1,-0.8,0.3,-0.5,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.417,-9.0,-3.5,2.9,-0.1,0.1,-0.1,-0.8,0.3,-0.5,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.499,-9.1,-3.6,3.0,-0.4,0.3,-0.1,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.501,-9.3,-3.7,3.0,-0.4,0.3,-0.1,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.502,-9.1,-3.8,3.0,-0.4,0.3,-0.1,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.504,-8.7,-3.8,2.8,-0.4,0.3,-0.1,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.505,-8.6,-3.9,2.6,-0.4,0.3,-0.1,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.599,-8.5,-3.8,2.7,-0.1,0.4,-0.4,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.6,-8.5,-3.9,2.7,-0.1,0.4,-0.4,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.602,-8.5,-4.1,2.5,-0.1,0.4,-0.4,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.604,-8.3,-4.3,2.4,0.1,0.4,-0.4,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.609,-8.5,-4.4,2.4,0.1,0.4,-0.4,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.699,-8.7,-4.3,2.3,0.8,0.6,-0.2,-0.8,0.3,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.7,-8.7,-4.4,2.2,0.8,0.6,-0.2,-0.8,0.3,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.702,-8.9,-4.3,2.0,0.8,0.6,-0.2,-0.8,0.3,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.704,-8.7,-4.3,1.7,0.9,0.6,-0.2,-0.8,0.3,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.705,-8.3,-4.1,1.8,0.9,0.6,-0.2,-0.8,0.3,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.799,-8.1,-4.0,1.6,1.1,0.5,-0.3,-0.8,0.3,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.808,-8.0,-3.6,1.4,1.1,0.3,-0.4,-0.8,0.3,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.81,-8.3,-3.2,1.2,1.1,0.3,-0.4,-0.8,0.3,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.812,-8.7,-3.1,1.1,1.1,0.3,-0.4,-0.8,0.3,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.813,-8.9,-3.1,1.1,1.1,0.3,-0.4,-0.8,0.3,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.899,-9.2,-3.4,1.0,0.3,-0.2,-0.4,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.9,-9.8,-4.1,0.8,0.3,-0.2,-0.4,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.902,-9.9,-4.0,1.0,0.0,-0.2,-0.3,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.903,-9.8,-3.9,1.1,0.0,-0.2,-0.3,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
3.999,-9.6,-3.9,1.3,-0.2,-0.0,0.2,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.001,-9.3,-3.9,1.2,-0.2,-0.0,0.2,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.002,-9.1,-3.8,1.1,-0.3,-0.0,0.3,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.004,-8.8,-3.9,1.0,-0.3,-0.0,0.3,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.006,-8.4,-3.9,1.2,-0.3,-0.0,0.3,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.099,-8.1,-4.0,1.3,0.0,0.1,0.4,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.1,-8.0,-4.2,1.3,0.0,0.1,0.4,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.102,-8.1,-4.3,1.1,0.2,0.1,0.4,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.104,-8.4,-4.5,1.1,0.2,0.1,0.4,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.105,-9.1,-4.8,1.3,0.2,0.1,0.4,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.199,-9.5,-4.9,1.4,0.4,-0.0,0.5,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.208,-9.2,-4.5,1.6,0.4,-0.0,0.5,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.21,-9.3,-4.4,1.7,0.4,-0.0,0.5,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.219,-9.8,-4.4,1.6,0.4,-0.1,0.5,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.221,-10.2,-4.2,1.6,0.4,-0.1,0.5,-0.8,0.3,-0.6,0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.299,-10.7,-3.8,1.6,-0.5,-0.4,-0.0,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.3,-10.4,-3.3,1.9,-0.5,-0.4,-0.0,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.302,-9.4,-3.1,2.2,-0.7,-0.4,-0.1,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.304,-8.9,-3.0,2.3,-0.7,-0.4,-0.1,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.309,-9.0,-2.9,2.0,-0.7,-0.4,-0.1,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.399,-9.0,-3.0,1.8,-0.8,-0.4,-0.1,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.405,-9.1,-3.4,1.6,-0.2,-0.4,0.1,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.407,-9.3,-3.6,1.7,-0.2,-0.4,0.1,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.408,-9.2,-3.5,1.6,-0.2,-0.4,0.1,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.411,-8.6,-3.2,1.8,-0.2,-0.4,0.1,-0.8,0.2,-0.6,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.499,-8.2,-2.7,1.9,-0.2,-0.4,0.1,-0.8,0.3,-0.5,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.5,-7.9,-2.5,1.7,-0.2,-0.4,0.1,-0.8,0.3,-0.5,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.505,-7.5,-2.4,1.6,-0.2,-0.4,0.1,-0.8,0.3,-0.5,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.508,-7.4,-2.2,1.8,-0.2,-0.4,0.1,-0.8,0.3,-0.5,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.514,-7.8,-2.3,2.2,-0.5,-0.2,0.0,-0.8,0.3,-0.5,-0.0,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.599,-8.6,-2.6,2.4,-0.0,0.2,0.3,-0.8,0.3,-0.5,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.601,-9.2,-2.8,2.5,-0.0,0.2,0.3,-0.8,0.3,-0.5,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.602,-9.6,-3.0,2.6,-0.0,0.2,0.3,-0.8,0.3,-0.5,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.604,-9.6,-3.1,2.7,0.3,0.2,0.3,-0.8,0.3,-0.5,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.606,-9.0,-2.9,3.0,0.3,0.2,0.3,-0.8,0.3,-0.5,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.699,-8.5,-2.7,3.0,0.8,0.2,0.3,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.7,-8.2,-2.5,3.1,0.8,0.2,0.3,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.702,-7.8,-2.1,3.0,0.7,0.2,0.3,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.704,-7.7,-1.8,3.0,0.4,0.2,0.3,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.705,-8.0,-1.6,3.1,0.4,0.2,0.3,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.798,-8.3,-1.4,3.3,-0.4,0.3,0.2,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.8,-8.8,-1.7,3.5,-0.4,0.2,0.3,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.801,-9.4,-2.3,3.5,-0.4,0.2,0.3,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.803,-9.6,-2.7,3.6,-0.4,0.2,0.3,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.804,-9.7,-2.8,3.6,-0.4,0.2,0.3,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.919,-9.5,-2.9,3.4,-0.4,0.2,0.3,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.921,-9.7,-2.9,3.3,-0.4,0.2,0.3,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.923,-10.0,-3.1,3.2,-0.4,0.2,0.3,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.926,-9.9,-3.0,3.1,-0.3,0.2,0.4,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.936,-9.6,-2.8,2.8,-0.2,0.1,0.4,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
4.999,-9.3,-2.6,2.5,-0.7,-0.3,-0.0,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
5.0,-9.2,-2.4,2.3,-0.7,-0.3,-0.0,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
5.002,-9.3,-2.3,2.5,-0.8,-0.3,-0.1,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
5.004,-9.5,-2.3,2.7,-0.8,-0.3,-0.1,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
5.005,-9.5,-2.5,2.7,-0.8,-0.3,-0.1,-0.8,0.2,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
5.098,-9.6,-2.8,2.6,-0.9,-0.2,-0.1,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
5.105,-9.7,-3.0,2.7,-0.5,-0.1,-0.0,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
5.106,-9.8,-3.2,2.8,-0.5,-0.1,-0.0,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
5.108,-9.6,-3.4,2.7,-0.5,-0.1,-0.0,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
5.11,-9.5,-3.4,2.6,-0.5,-0.1,-0.0,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
5.198,-9.3,-3.0,2.6,-0.2,-0.1,0.0,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
5.207,-9.1,-2.6,2.6,0.1,-0.0,-0.1,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
5.209,-9.1,-2.5,2.7,0.1,-0.0,-0.1,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
5.21,-9.0,-2.3,2.7,0.1,-0.1,-0.1,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
5.212,-8.7,-2.1,2.6,0.1,-0.1,-0.1,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
5.3,-8.5,-2.0,2.5,-0.0,-0.1,-0.2,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
5.305,-8.4,-2.2,2.5,-0.0,-0.1,-0.2,-0.8,0.3,-0.6,-0.1,2,81.0,1.73,72.0,1,25,1,0,0,0,0
